codigo_anvisa,nome_produto,numero_registro,numero_processo,principio_ativo,categoria_regulatoria,cnpj_laboratorio,razao_social_laboratorio
488615,ZYLET,119610016,25351008313200651,"ETABONATO DE LOTEPREDNOL, TOBRAMICINA",Novo,27011022000103,BL INDÚSTRIA OTICA LTDA
518149,ZYLINOX,156510027,25351068547200738,HEMITARTARATO DE ZOLPIDEM,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
1369271,ZYLINOX SL,156510082,25351590145201959,HEMITARTARATO DE ZOLPIDEM,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
735915,ZYLORIC,137640122,25351676821200993,ALOPURINOL,Novo,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
735915,ZYLORIC,137640122,25351676821200993,ALOPURINOL,Novo,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
279030,ZYMAR,101470159,25351003279200385,GATIFLOXACINO,Novo,43426626000177,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
1329636,ZYMEA,156510076,25351406610201306,CLORIDRATO DE DONEPEZILA,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
1411101,ZYMPALIX,135170056,25351133084201926,Passiflora incarnata L.,Fitoterápico,48344725000719,Althaia S.A Indústria Farmacêutica
1677993,ZYNVIR,100410192,25351936078202067,ACICLOVIR SÓDICO,Similar,49324221000104,FRESENIUS KABI BRASIL LTDA
1210971,ZYPAROX,156510066,25351352552201617,CLORIDRATO DE PAROXETINA HEMI-HIDRATADO,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
681297,ZYPRED,101470175,25351531472200924,"gatifloxacino sesqui-hidratado, ACETATO DE PREDNISOLONA",Novo,43426626000177,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
90,ZYPREXA,112600021,250000359049639,OLANZAPINA,Novo,43940618000144,ELI LILLY DO BRASIL LTDA
3606236,ZYPTAN,156510104,25351162913202364,Benzoato de rizatriptana,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
372179,ZYRTEC,101070232,25351090483200417,DICLORIDRATO DE CETIRIZINA,Novo,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
519204,ZYSERTIN,156510017,25351289676200504,CLORIDRATO DE SERTRALINA,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
772425,ZYTIGA,112363401,25351322511201196,acetato de abiraterona,Novo,51780468000187,JANSSEN-CILAG FARMACÊUTICA LTDA
1267541,ZYTIGA®,112363420,25351325940201673,acetato de abiraterona,Novo,51780468000187,JANSSEN-CILAG FARMACÊUTICA LTDA
2487953,ZYTRA,156510095,25351309590201064,CLORIDRATO DE TRAMADOL,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
553587,ZYVALPREX,156510018,25351415638200777,"DIVALPROATO DE SÓDIO, ÁCIDO CÍTRICO",Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
1180340,ZYVOX,121100430,25351099761201776,LINEZOLIDA,Novo,61072393000133,PFIZER BRASIL LTDA
1188961,ZYXEM,123610088,25351339403201798,DICLORIDRATO DE LEVOCETIRIZINA,Novo,64711500000114,UCB BIOPHARMA LTDA.
1324460,Zaltrap,183260338,25351189700201901,aflibercepte,Biológico,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.
1145466,Zedora,100330199,25351595780201605,TRASTUZUMABE,Biológico,61230314000175,LIBBS FARMACÊUTICA LTDA
1145923,Zeterina,135170030,25351109189201611,EZETIMIBA,Similar,48344725000719,Althaia S.A Indústria Farmacêutica
1091103,ZincTrace,119090018,25351530983201519,sulfato de zinco heptaidratado,Específico,62488184000138,INPHARMA LABORATORIOS LTDA
1418608,Zolgensma,100681174,25351030622202065,ONASEMNOGENO ABEPARVOVEQUE,Produto de Terapia Avançada,56994502000130,NOVARTIS BIOCIENCIAS S.A
1224714,Zostide,100330203,25351694183201704,acetato de abiraterona,Similar,61230314000175,LIBBS FARMACÊUTICA LTDA
1300341,acebrofilina,105730609,25351849309201889,ACEBROFILINA,Genérico,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
564722,acebrofilina,143810131,25351009864200801,ACEBROFILINA,Genérico,02814497000107,CIMED INDUSTRIA S.A
347461,acebrofilina,102350658,25351054358200354,ACEBROFILINA,Genérico,57507378000365,EMS S/A
124729,acebrofilina,100430785,253510383460131,ACEBROFILINA,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
347462,acebrofilina,105830315,25351054601200334,ACEBROFILINA,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
1179584,acebrofilina,105350196,25351348186201782,ACEBROFILINA,Genérico,17115437000173,LABORATÓRIO GLOBO SA
1145623,acebrofilina,109170105,25351037889201788,ACEBROFILINA,Genérico,17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
3286094,acebrofilina,118190275,25351063023202290,ACEBROFILINA,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1293147,aceclofenaco,104810145,25351132108201504,ACECLOFENACO,Genérico,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA
1027025,aceclofenaco,143810214,25351022291201511,ACECLOFENACO,Genérico,02814497000107,CIMED INDUSTRIA S.A
1406448,aceclofenaco,100431307,25351156587202011,ACECLOFENACO,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
774895,aceclofenaco,156490012,25351477772201184,ACECLOFENACO,Genérico,05399786000185,UNICHEM FARMACÊUTICA DO BRASIL LTDA
1124927,acetato de abiraterona,151430028,25351335596201689,acetato de abiraterona,Genérico,03978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA
3601560,acetato de abiraterona,110130300,25351156648202385,acetato de abiraterona,Genérico,44363661000157,GLENMARK FARMACÊUTICA LTDA
1124598,acetato de abiraterona,100470619,25351329485201632,acetato de abiraterona,Genérico,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
1162599,acetato de abiraterona,146820068,25351178175201731,acetato de abiraterona,Genérico,05035244000123,SUN FARMACÊUTICA DO BRASIL LTDA
1402461,acetato de abiraterona,155730051,25351048907202052,acetato de abiraterona,Genérico,05333542000108,TEVA FARMACÊUTICA LTDA.
1063572,acetato de atosibana,155370051,25351460310201549,acetato de atosibana,Genérico,64171697000146,ACCORD FARMACÊUTICA LTDA
1277056,acetato de atosibana,128760022,25351004239201837,acetato de atosibana,Genérico,74232034000148,LABORATÓRIOS FERRING LTDA
2648407,acetato de caspofungina,151430075,25351449399202115,ACETATO DE CASPOFUNGINA,Genérico,03978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA
946168,acetato de caspofungina,100431107,25351106128201418,ACETATO DE CASPOFUNGINA,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
472238,acetato de ciproterona,106460174,25351189367200616,ACETATO DE CIPROTERONA,Genérico,61282661000141,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA
2389776,acetato de ciproterona + etinilestradiol,105730767,25351552531202167,"ACETATO DE CIPROTERONA, ETINILESTRADIOL",Genérico,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1213972,acetato de ciproterona + etinilestradiol,115600197,25351486519201771,"ACETATO DE CIPROTERONA, ETINILESTRADIOL",Genérico,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
1000445,acetato de ciproterona + etinilestradiol,119130001,25351657770201402,"ACETATO DE CIPROTERONA, ETINILESTRADIOL",Genérico,38756680000140,DKT DO BRASIL PRODUTOS DE USO PESSOAL LTDA
2923012,acetato de ciproterona + etinilestradiol,167730675,25351875761202100,"ACETATO DE CIPROTERONA, ETINILESTRADIOL",Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1064089,acetato de ciproterona + etinilestradiol,100890388,25351199092201510,"ACETATO DE CIPROTERONA, ETINILESTRADIOL",Genérico,33069212000184,MERCK S/A
3208405,acetato de ciproterona+etinilestradiol,102351400,25351101863202268,"ACETATO DE CIPROTERONA, ETINILESTRADIOL",Genérico,57507378000365,EMS S/A
1391241,acetato de clomardinona + etinildestradiol,115600226,25351487971201415,"ACETATO DE CLORMADINONA, ETINILESTRADIOL",Genérico,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
845382,acetato de clomardinona + etinildestradiol,135640009,25351425559201229,"ACETATO DE CLORMADINONA, ETINILESTRADIOL",Genérico,19136432000152,EXELTIS LABORATORIO FARMACEUTICO LTDA
1037632,acetato de clormadinona + etinilestradiol,135170050,25351239284201533,"ETINILESTRADIOL, ACETATO DE CLORMADINONA",Genérico,48344725000719,Althaia S.A Indústria Farmacêutica
984827,acetato de clormadinona + etinilestradiol,102351388,25351518328201446,"ACETATO DE CLORMADINONA, ETINILESTRADIOL",Genérico,57507378000365,EMS S/A
1037668,acetato de clormadinona + etinilestradiol,100431289,25351239476201599,"ACETATO DE CLORMADINONA, ETINILESTRADIOL",Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
526426,acetato de desmopressina,106460172,25351221108200760,ACETATO DE DESMOPRESSINA,Genérico,61282661000141,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA
632354,acetato de dexametasona,143810145,25351872881200877,ACETATO DE DEXAMETASONA,Genérico,02814497000107,CIMED INDUSTRIA S.A
3370610,acetato de dexametasona,113430212,25351125806202274,ACETATO DE DEXAMETASONA,Genérico,19570720000110,HIPOLABOR FARMACEUTICA LTDA
1179267,acetato de dexametasona,105350195,25351336573201776,ACETATO DE DEXAMETASONA,Genérico,17115437000173,LABORATÓRIO GLOBO SA
2526043,acetato de dexametasona,118190222,25351404222202181,ACETATO DE DEXAMETASONA,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1449997,acetato de dexametasona,141070635,25351596565201515,ACETATO DE DEXAMETASONA,Genérico,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
3677538,acetato de dexametasona,103920236,25351816895202342,ACETATO DE DEXAMETASONA,Genérico,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
3677538,acetato de dexametasona,103920236,25351816895202342,ACETATO DE DEXAMETASONA,Genérico,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
3625253,acetato de glatirâmer,155730064,25351370500202351,ACETATO DE GLATIRÂMER,Genérico,05333542000108,TEVA FARMACÊUTICA LTDA.
571208,acetato de hidrocortisona,103700527,25351103832200893,ACETATO DE HIDROCORTISONA,Genérico,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
454912,acetato de hidrocortisona,104971333,25351070308200667,ACETATO DE HIDROCORTISONA,Genérico,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1421239,acetato de icatibanto,115410019,25351615198202023,acetato de icatibanto,Genérico,18268051000164,CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA
3726638,acetato de medroxiprogesterona +cipionato de estradiol,110360270,25351360119202465,"ACETATO DE MEDROXIPROGESTERONA, cipionato de estradiol",Genérico,30332829000152,HEMAFARMA COM E IND FARMACEUTICA LTDA
2796344,acetato de terlipressina,193570005,25351869242202102,ACETATO DE TERLIPRESSINA,Genérico,14665928000108,VOLPHARMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES E FARMACÊUTICOS LTDA
557161,acetilcisteina,116370073,25351607313200719,ACETILCISTEÍNA,Genérico,58430828000160,BLAU FARMACÊUTICA S.A.
946933,acetilcisteína,115600232,25351113826201410,ACETILCISTEÍNA,Genérico,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
1394138,acetilcisteína,102351342,25351763234201840,ACETILCISTEÍNA,Genérico,57507378000365,EMS S/A
254,acetilcisteína,100430771,253510317030158,ACETILCISTEÍNA,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
1382840,acetilcisteína,100431294,25351533509201901,ACETILCISTEÍNA,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
800391,acetilcisteína,154230289,25351743460201150,ACETILCISTEÍNA,Genérico,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
1394948,acetilcisteína,105830972,25351758193201870,ACETILCISTEÍNA,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
1239390,acetilcisteína,167730614,25351199093201556,ACETILCISTEÍNA,Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
407351,acetilcisteína,104970006,25351078967200561,ACETILCISTEÍNA,Genérico,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
386982,acetonida de triancinolona,102350735,25351185745200412,TRIANCINOLONA ACETONIDA,Genérico,57507378000365,EMS S/A
352699,acetonido de triancinolona+sulfato de neomicina+gramicidina+nistatina,102350650,25351051187200310,"TRIANCINOLONA ACETONIDA, SULFATO DE NEOMICINA, GRAMICIDINA, NISTATINA",Genérico,57507378000365,EMS S/A
1093694,aciclovir,104810111,25351878292201613,ACICLOVIR,Genérico,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA
2936929,aciclovir,116370213,25351033650202204,ACICLOVIR,Genérico,58430828000160,BLAU FARMACÊUTICA S.A.
1071865,aciclovir,155840478,25351368498201541,ACICLOVIR,Genérico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1322084,aciclovir,115600204,25351054488201954,ACICLOVIR,Genérico,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
1095626,aciclovir,143810181,25351886217201618,ACICLOVIR,Genérico,02814497000107,CIMED INDUSTRIA S.A
1369786,aciclovir,102351322,25351435658201906,ACICLOVIR,Genérico,57507378000365,EMS S/A
1182084,aciclovir,100431222,25351306112201779,"ACICLOVIR, ACICLOVIR SÓDICO",Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
819523,aciclovir,154230300,25351180567201298,ACICLOVIR,Genérico,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
427406,aciclovir,154230053,25351337767200555,ACICLOVIR,Genérico,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
1369787,aciclovir,105830964,25351435656201917,ACICLOVIR,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
3566736,aciclovir,100630265,25351458491202249,ACICLOVIR,Genérico,33258401000103,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA
1370073,aciclovir,167730634,25351435659201942,ACICLOVIR,Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3563321,aciclovir,118190435,25351065500202251,ACICLOVIR,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1071783,aciclovir,141070097,25351443259201587,ACICLOVIR,Genérico,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
864534,aciclovir,125680285,25351654448201225,ACICLOVIR,Genérico,73856593000166,PRATI DONADUZZI & CIA LTDA
1801432,aciclovir,103920224,25351730271202096,ACICLOVIR,Genérico,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
1291395,aciclovir sódico,116370164,25351784914201805,ACICLOVIR SÓDICO,Genérico,58430828000160,BLAU FARMACÊUTICA S.A.
404237,adapaleno,105830421,25351030508200504,ADAPALENO,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
3567161,adenosina,100410233,25351416541202211,ADENOSINA,Genérico,49324221000104,FRESENIUS KABI BRASIL LTDA
1100509,adenosina,103110176,25351988265201619,ADENOSINA,Genérico,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA
645779,aero-ifal,135310035,25351108663200951,SULFATO DE SALBUTAMOL,Similar,00376959000126,IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA
1227633,agomelatina,102351276,25351722742201797,AGOMELATINA,Genérico,57507378000365,EMS S/A
1354753,agomelatina,112780078,25351078242201978,AGOMELATINA,Genérico,42374207000176,LABORATÓRIOS SERVIER DO BRASIL LTDA
3590565,agomelatina,155730063,25351057723202164,AGOMELATINA,Genérico,05333542000108,TEVA FARMACÊUTICA LTDA.
1152653,albendazol,104810125,25351186090201633,ALBENDAZOL,Genérico,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA
1295249,albendazol,105730574,25351753452201876,ALBENDAZOL,Genérico,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
545,albendazol,102350513,253510174590139,ALBENDAZOL,Genérico,57507378000365,EMS S/A
1103601,albendazol,110390213,25351992836201641,ALBENDAZOL,Genérico,43640754000119,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP
3567159,albendazol,154230337,25351383394202295,ALBENDAZOL,Genérico,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
3208204,albendazol,154230329,25351584871202157,ALBENDAZOL,Genérico,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
1145757,albendazol,105830874,25351378654201581,ALBENDAZOL,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
741123,albendazol,167730294,25351652550201094,ALBENDAZOL,Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1139297,albendazol,167730517,25351378474201508,ALBENDAZOL,Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3240125,albendazol,118190246,25351062911202295,ALBENDAZOL,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1036019,albendazol,183260193,25351766811201401,ALBENDAZOL,Genérico,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.
1285105,alendronato de sódio,104810144,25351595445201843,alendronato de sódio,Genérico,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA
1231778,alendronato de sódio,104400205,25351018319201870,alendronato de sódio,Genérico,33173097000274,CELLERA FARMACÊUTICA S.A.
1285104,alendronato de sódio,143810218,25351595444201807,alendronato de sódio,Genérico,02814497000107,CIMED INDUSTRIA S.A
1178031,alendronato de sódio,100431216,25351306142201785,alendronato de sódio,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
1337892,alendronato de sódio,105350222,25351401557201923,alendronato de sódio tri-hidratado,Genérico,17115437000173,LABORATÓRIO GLOBO SA
1356335,alendronato de sódio,100681167,25351172800201991,alendronato de sódio,Genérico,56994502000130,NOVARTIS BIOCIENCIAS S.A
624126,alendronato de sódio,100470474,25351758746200861,alendronato de sódio,Genérico,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
1231279,alendronato de sódio,104971442,25351056417201813,alendronato de sódio tri-hidratado,Genérico,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1744465,alfaestradiol,109740303,25351935371202015,ALFAESTRADIOL,Genérico,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
1419065,algestona acetofenida + enantato de estradiol,115600217,25351143941202030,"ALGESTONA ACETOFENIDA, ENANTATO DE ESTRADIOL",Genérico,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
1142912,algestona acetofenida + enantato de estradiol,105830865,25351484731201612,"ALGESTONA ACETOFENIDA, ENANTATO DE ESTRADIOL",Genérico,45992062000165,GERMED FARMACEUTICA LTDA
1167748,algestona acetofenida + enantato de estradiol,167730556,25351460935201668,"ALGESTONA ACETOFENIDA, ENANTATO DE ESTRADIOL",Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3344833,algestona acetofenida + enantato de estradiol,177940050,25351568865202152,"ALGESTONA ACETOFENIDA, ENANTATO DE ESTRADIOL",Genérico,09545589000188,MABRA FARMACEUTICA LTDA
3281327,algestona acetofenida + enantato de estradiol,118190257,25351062943202291,"ALGESTONA ACETOFENIDA, ENANTATO DE ESTRADIOL",Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1229870,alopurinol,100681154,25351713135201736,ALOPURINOL,Genérico,56994502000130,NOVARTIS BIOCIENCIAS S.A
537301,alopurinol,125680191,25351369211200790,ALOPURINOL,Genérico,73856593000166,PRATI DONADUZZI & CIA LTDA
632,alopurinol,100470331,253510206780141,ALOPURINOL,Genérico,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
895591,alprazolam,151670059,25351291487201355,ALPRAZOLAM,Genérico,04301884000175,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA
1257484,alprazolam,155840560,25351210636201846,ALPRAZOLAM,Genérico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1316001,alprazolam,100431451,25351199325201908,ALPRAZOLAM,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
1140290,alprazolam,105830854,25351402866201597,ALPRAZOLAM,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
1140394,alprazolam,167730496,25351402960201546,ALPRAZOLAM,Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3466235,alprazolam,118190290,25351063006202252,ALPRAZOLAM,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
395592,aminofilina,110850024,25351225914200464,AMINOFILINA,Genérico,06628333000146,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA
685,aminofilina,103700286,253510011300093,AMINOFILINA,Genérico,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
1292864,amoxicilina,105730558,25351689359201809,AMOXICILINA TRI-hIDRATADA,Genérico,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
412919,amoxicilina,151670019,25351108340200541,AMOXICILINA TRIHIDRATADA,Genérico,04301884000175,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA
482125,amoxicilina,151670028,25351253115200640,AMOXICILINA TRI-hIDRATADA,Genérico,04301884000175,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA
1164903,amoxicilina,105830895,25351142178201724,AMOXICILINA TRI-hIDRATADA,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
1134225,amoxicilina,167730473,25351348679201551,AMOXICILINA TRI-hIDRATADA,Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3328199,amoxicilina,118190314,25351063059202273,AMOXICILINA TRI-hIDRATADA,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
3469055,amoxicilina,118190295,25351063011202265,AMOXICILINA TRI-hIDRATADA,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
3301449,amoxicilina,118190265,25351557746202174,AMOXICILINA TRI-hIDRATADA,Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
473570,amoxicilina,125680147,25351107067200619,AMOXICILINA TRI-hIDRATADA,Genérico,73856593000166,PRATI DONADUZZI & CIA LTDA
437576,amoxicilina,123520186,25351369789200584,AMOXICILINA TRI-hIDRATADA,Genérico,73663650000190,RANBAXY FARMACÊUTICA LTDA
492150,amoxicilina,156490003,25351339344200651,AMOXICILINA TRI-hIDRATADA,Genérico,05399786000185,UNICHEM FARMACÊUTICA DO BRASIL LTDA
2184844,amoxicilina + claritromicina + esomeprazol,102351368,25351045869202167,"AMOXICILINA TRI-hIDRATADA, CLARITROMICINA, esomeprazol magnésico di-hidratado",Genérico,57507378000365,EMS S/A
1140674,amoxicilina + clavulanato de Potássio,105830856,25351521784201541,"AMOXICILINA, CLAVULANATO DE POTÁSSIO",Genérico,45992062000165,GERMED FARMACEUTICA LTDA
3208132,amoxicilina + clavulanato de potassio,105831011,25351049661202206,"AMOXICILINA, CLAVULANATO DE POTÁSSIO",Genérico,45992062000165,GERMED FARMACEUTICA LTDA
3208472,amoxicilina + clavulanato de potassio,105831012,25351077839202209,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,45992062000165,GERMED FARMACEUTICA LTDA
1286324,amoxicilina + clavulanato de potássio,105730535,25351689231201837,"AMOXICILINA TRIHIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1411988,amoxicilina + clavulanato de potássio,103460023,25351661500201981,"AMOXICILINA SÓDICA, CLAVULANATO DE POTÁSSIO",Genérico,47231121000108,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA
1226784,amoxicilina + clavulanato de potássio,104400202,25351575178201715,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,33173097000274,CELLERA FARMACÊUTICA S.A.
660370,amoxicilina + clavulanato de potássio,100431067,25351106647200929,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
1178609,amoxicilina + clavulanato de potássio,103700705,25351312111201763,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
1178063,amoxicilina + clavulanato de potássio,103700706,25351312176201717,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
1291757,amoxicilina + clavulanato de potássio,103700722,25351747247201871,"AMOXICILINA SÓDICA, CLAVULANATO DE POTÁSSIO",Genérico,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
1402476,amoxicilina + clavulanato de potássio,167730644,25351098388202073,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3463230,amoxicilina + clavulanato de potássio,118190288,25351063002202274,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1357309,amoxicilina + clavulanato de potássio,100681168,25351111758201931,"AMOXICILINA TRI-hIDRATADA, AMOXICILINA TRIHIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,56994502000130,NOVARTIS BIOCIENCIAS S.A
284645,amoxicilina + clavulanato de potássio,123520150,25351035635200320,"AMOXICILINA TRI-hIDRATADA, AMOXICILINA TRIHIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,73663650000190,RANBAXY FARMACÊUTICA LTDA
918751,amoxicilina + clavulanato de potássio,123520273,25351537526201321,"AMOXICILINA TRIHIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,73663650000190,RANBAXY FARMACÊUTICA LTDA
527710,amoxicilina + clavulanato de potássio,100470457,25351115610200651,"AMOXICILINA, CLAVULANATO DE POTÁSSIO",Genérico,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
1807134,amoxicilina + clavulanato de potássio,104971504,25351759578202079,"AMOXICILINA TRI-hIDRATADA, CLAVULANATO DE POTÁSSIO",Genérico,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
