codigo_anvisa,nome_produto,numero_registro,numero_processo,principio_ativo,categoria_regulatoria,cnpj_laboratorio,razao_social_laboratorio
1425799,COAGADEX,149320019,25351605765202033,FATOR X DE COAGULAÇÃO ,Biológico,03959540000195,CHEMICALTECH FARMACEUTICA LTDA
1299506,COALY,167730613,25351689687201716,ticagrelor,Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
902,COARTEM,100680103,250000284679878,"arteméter, LUMEFANTRINA",Novo,56994502000130,NOVARTIS BIOCIENCIAS S.A
2415,COBAPETIT,115600070,250000098959955,"CLORIDRATO DE CIPROEPTADINA, COBAMAMIDA",Similar,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
777953,COBAVITAL,105530344,25351256554201137,"COBAMAMIDA, CLORIDRATO DE CIPROEPTADINA",Novo,56998701000116,ABBOTT LABORATÓRIOS DO BRASIL LTDA
769669,COCICHIMIL,118190109,25351363146201112,COLCHICINA,Similar,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1313829,COD,103720285,25351630137201871,FOSFATO DE CODEÍNA HEMI-HIDRATADO,Similar,43312503000105,SUPERA FARMA LABORATÓRIOS S.A
1280213,COD PAR,103720284,25351162530201829,"PARACETAMOL, FOSFATO DE CODEÍNA",Similar,43312503000105,SUPERA FARMA LABORATÓRIOS S.A
4355,CODEIN,102980199,250000312569679,"FOSFATO DE CODEÍNA, FOSFATO DE CODEÍNA HEMI-HIDRATADO",Novo,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
3303047,CODEX,104971492,25351049266202134,"PARACETAMOL, FOSFATO DE CODEÍNA HEMI-HIDRATADO",Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
769991,CODYLEX,154230202,25351423073201192,"PARACETAMOL, FOSFATO DE CODEÍNA",Similar,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
1327708,COGIT,109740280,25351368049201845,BROMIDRATO DE GALANTAMINA,Similar,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
1038975,COGLIVE,100330181,25351099484201317,BROMIDRATO DE GALANTAMINA,Similar,61230314000175,LIBBS FARMACÊUTICA LTDA
3605549,COGNEN,156650005,25351089845202381,VIMPOCETINA,Similar,05090043000129,"DROXTER INDUSTRIA, COMÉRCIO E PARTICIPAÇÕES LTDA"
901430,COGNITUS,118600098,25351214280201314,Bacopa monnieri (L.) Wettst.,Fitoterápico,78950011000120,HERBARIUM LABORATORIO BOTANICO LTDA
901430,COGNITUS,118600098,25351214280201314,Bacopa monnieri (L.) Wettst.,Fitoterápico,78950011000120,HERBARIUM LABORATORIO BOTANICO LTDA
939022,COGNIVA,102980499,25351010327201411,HEMITARTARATO DE RIVASTIGMINA,Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
839378,COLCHICINA,154230203,25351404906201210,COLCHICINA,Genérico,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
50,COLCHIS,101180109,250000093759591,COLCHICINA,Similar,62462015000129,APSEN FARMACEUTICA S/A
445357,COLCHIS,101180595,25351410945200508,COLCHICINA BASE,Novo,62462015000129,APSEN FARMACEUTICA S/A
1405558,COLEDUE,178170882,25351727341201995,EZETIMIBA,Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
1342371,COLEDUE R,178170923,25351441094201932,"ROSUVASTATINA CÁLCICA, EZETIMIBA",Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3589471,COLEDUE S,178170947,25351688251202013,"EZETIMIBA, SINVASTATINA",Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3219183,COLEMONO,178170924,25351215163202179,ROSUVASTATINA CÁLCICA,Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
1183585,COLIAFT,102351225,25351367317201721,TRIANCINOLONA ACETONIDA,Similar,57507378000365,EMS S/A
3469298,COLIHELP,155840638,25351042904202196,"BUTILBROMETO DE ESCOPOLAMINA, dipirona monoidratada",Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1321,COLIPAN,120190029,2500001286492,BUTIL BROMETO DE ESCOPOLAMINA,Similar,33408105000133,GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA
137649,COLIS-TEK,127480023,253510014910283,COLISTIMETATO DE SÓDIO,Novo,38909503000157,OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA
984931,COLLECTRO,188300061,25351515389201484,OXALIPLATINA,Similar,11643096000122,VIATRIS FARMACEUTICA DO BRASIL LTDA
1334770,COLLECTRO,188300071,25351864266201861,OXALIPLATINA,Similar,11643096000122,VIATRIS FARMACEUTICA DO BRASIL LTDA
6248,COLPADAK,105710019,2599202602276,NITRATO DE MICONAZOL,Similar,18324343000177,BELFAR LTDA
126129,COLPATRIN,103700007,2599200640572,"METRONIDAZOL, NISTATINA, URÉIA, CLORETO DE BENZALCÔNIO",Similar,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
1173292,COLPIST MT,158190017,25351066390201792,"BENZOILMETRONIDAZOL, NISTATINA, CLORETO DE BENZALCÔNIO",Similar,07670111000154,ARESE PHARMA LTDA.
5942,COLPISTAR,103900059,2599101241480,"METRONIDAZOL, NISTATINA, CLORETO DE BENZÂLCONIO, LISOZIMA",Similar,33349473000158,FARMOQUÍMICA S/A
172961,COLPISTATIN,105730008,2599200375371,"BENZOILMETRONIDAZOL, NISTATINA, CLORETO DE BENZALCÔNIO",Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1645362,COLPOFEM,114620045,25351372586202012,PROMESTRIENO,Similar,17440261000125,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
1881481,COLPOTROFINE,174650007,25351456717202013,PROMESTRIENO,Novo,09058502000148,FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA
3625265,COLTRAX,100431471,25351322708202364,tiocolchicosídeo,Novo,61190096000192,EUROFARMA LABORATÓRIOS S.A.
3625269,COLTRAX INJ,100431472,25351322719202344,tiocolchicosídeo,Novo,61190096000192,EUROFARMA LABORATÓRIOS S.A.
1273005,COLTRIENO,114620007,25351349972201888,PROMESTRIENO,Similar,17440261000125,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
636845,COLUJET,143810148,25351801896200897,TRIANCINOLONA ACETONIDA,Similar,02814497000107,CIMED INDUSTRIA S.A
748591,COLÍRIO GEOLAB,154230179,25351555255200938,"CLORIDRATO DE NAFAZOLINA, sulfato de zinco heptaidratado",Similar,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
740565,COLÍRIO LEGRAND,167730272,25351656346201017,"sulfato de zinco heptaidratado, CLORIDRATO DE NAFAZOLINA",Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3624944,COLÍRIO MOURA BRASIL,186200002,25351303472202367,"CLORIDRATO DE NAFAZOLINA, sulfato de zinco heptaidratado",Novo,38391432000143,OPELLA HEALTHCARE BRAZIL LTDA
670024,COLÍRIO NEO BRASIL,155840377,25351733725200912,"CLORIDRATO DE NAFAZOLINA, sulfato de zinco heptaidratado",Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
7786,COLÍRIO TEUTO,103700113,250000233019676,"CLORIDRATO DE NAFAZOLINA, SULFATO DE ZINCO",Similar,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
3600143,COMBFIX,105730045,25351579197202270,"PARACETAMOL, CLORIDRATO DE TRAMADOL",Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1321948,COMBIGAN,101470188,25351541037201484,"TARTARATO DE BRIMONIDINA, MALEATO DE TIMOLOL",Novo,43426626000177,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
486157,COMBIRON FÓLICO,105730367,25351314694200612,"ferrocarbonila, NITRATO DE TIAMINA, RIBOFLAVINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, NICOTINAMIDA, ÁCIDO FÓLICO, PANTOTENATO DE CÁLCIO",Específico,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
3630664,COMBIWAVE,110130299,25351203382202377,"XINAFOATO DE SALMETEROL, PROPIONATO DE FLUTICASONA",Similar,44363661000157,GLENMARK FARMACÊUTICA LTDA
701296,COMBODART,101070287,25351031667201031,"CLORIDRATO DE TANSULOSINA, DUTASTERIDA",Novo,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
3600139,COMFECT,105730044,25351558352202214,CLORIDRATO DE DONEPEZILA,Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
3613677,COMFECT DUO,105730046,25351239086202312,"CLORIDRATO DE DONEPEZILA, CLORIDRATO DE MEMANTINA",Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1924271,COMIRNATY,121100481,25351023179202157,VACINA COVID-19,Biológico,61072393000133,PFIZER BRASIL LTDA
3593245,COMIRNATY BIVALENTE BA.4/BA.5,121100492,25351061129202330,VACINA COVID-19 BIVALENTE,Biológico,61072393000133,PFIZER BRASIL LTDA
345982,COMPAZ,102980008,2599100256878,DIAZEPAM,Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
680428,COMPLE B,138410051,25351092682201086,"CLORIDRATO DE TIAMINA, fosfato sódico de riboflavina, CLORIDRATO DE PIRIDOXINA, NICOTINAMIDA",Específico,02456955000183,NATULAB LABORATÓRIO S.A
1156882,COMPLEXO B,102351340,25351080622201702,"NITRATO DE TIAMINA, RIBOFLAVINA, CLORIDRATO DE PIRIDOXINA, NICOTINAMIDA, PANTOTENATO DE CALCIO",Específico,57507378000365,EMS S/A
401921,COMPLEXO B 12,102350242,2599100107480,"CLORIDRATO DE TIAMINA, MONONITRATO DE TIAMINA, TIAMINA, RIBOFLAVINA, fosfato sódico de riboflavina, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, NICOTINAMIDA, PANTOTENATO DE CÁLCIO, PANTOTENATO DE CALCIO, NITRATO DE TIAMINA, CLORIDRATO DE NICOTINAMIDA, CIANOCOBALAMINA 0,1%",Específico,57507378000365,EMS S/A
1362676,COMPLEXO B 12 XPE,102351341,25351380390201717,"CLORIDRATO DE TIAMINA, fosfato sódico de riboflavina, CLORIDRATO DE PIRIDOXINA, NICOTINAMIDA, CIANOCOBALAMINA, PANTOTENATO DE CÁLCIO",Específico,57507378000365,EMS S/A
3626035,COMPLEXO SENNA ALMEIDA PRADO Nº 46,101430073,25351333883202387,"PICOSSULFATO DE SÓDIO, CÁSSIA SENNA, Polygonum punctatum H.Lév, COMPLEMENTO",Novo,33026055000120,MEGALABS FARMACEUTICA S.A.
1450516,COMTAN,100470633,25351602870202011,ENTACAPONA,Novo,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
472557,CONACORT,154230070,25351029814200671,"CETOCONAZOL, DIPROPIONATO DE BETAMETASONA",Similar,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A
137625,CONCERTA,112363357,253510071430210,CLORIDRATO DE METILFENIDATO,Novo,51780468000187,JANSSEN-CILAG FARMACÊUTICA LTDA
4400,CONCOR,100890194,2500100269987,hemiFUMARATO DE BISOPROLOL,Novo,33069212000184,MERCK S/A
1260351,CONCOR ANLO,100890413,25351362947201890,"hemiFUMARATO DE BISOPROLOL, BESILATO DE ANLODIPINO",Novo,33069212000184,MERCK S/A
742564,CONCOR HCT,100890372,25351761651201000,"BISOPROLOL, HIDROCLOROTIAZIDA",Novo,33069212000184,MERCK S/A
1341003,CONCÁRDIO,102351306,25351350929201946,hemiFUMARATO DE BISOPROLOL,Similar,57507378000365,EMS S/A
273774,CONDROFLEX,122140069,253510163100160,"SULFATO DE GLICOSAMINA CLORETO DE SÓDIO, CONDROITINA SULFATO DE SÓDIO",Novo,55980684000127,ADIUM S.A.
1265349,CONDUVAZ,177940034,25351524029201780,"DIOSMINA, HESPERIDINA",Específico,09545589000188,MABRA FARMACEUTICA LTDA
1100942,CONFILIFY,100470590,25351684877201246,ARIPIPRAZOL,Similar,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
754226,CONIDRIN 3%,104971383,25351200193201193,CLORETO DE SÓDIO,Específico,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
730433,CONMEL,178170064,25351702829200950,DIPIRONA,Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3603082,CONSIV,122140125,25351215164202113,CLORIDRATO DE METILFENIDATO,Similar,55980684000127,ADIUM S.A.
3210785,CONSTRUFLOR,102351399,25351412121202184,"SACCHAROMYCES BOULARDII, SACCHAROMYCES BOULARDII - 17",Biológico,57507378000365,EMS S/A
204,CONTRACEP,105830220,250000066459809,ACETATO DE MEDROXIPROGESTERONA,Similar,45992062000165,GERMED FARMACEUTICA LTDA
1289350,CONTRAVE,100890415,25351766066201809,"CLORIDRATO DE BUPROPIONA, CLORIDRATO DE NALTREXONA",Novo,33069212000184,MERCK S/A
2924239,CONTROLTRAT,114620046,25351002058202252,"CLORIDRATO DE TRAMADOL, PARACETAMOL",Similar,17440261000125,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA
1251712,CONVIVANCE,183260404,25351264016201809,"DIOSMINA, HESPERIDINA",Específico,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.
470641,COPAXONE,155730001,25351194921200679,ACETATO DE GLATIRÂMER,Novo,05333542000108,TEVA FARMACÊUTICA LTDA.
1190412,COQUES,100431223,25351931708201621,CELECOXIBE,Similar,61190096000192,EUROFARMA LABORATÓRIOS S.A.
1192344,COR-SELECT,109740245,25351375580201721,besilato de levanlodipino,Similar,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
1240012,CORAMENT,128760023,25351676685201421,BUDESONIDA,Novo,74232034000148,LABORATÓRIOS FERRING LTDA
1240012,CORAMENT,128760023,25351676685201421,BUDESONIDA,Novo,74232034000148,LABORATÓRIOS FERRING LTDA
899439,CORATEZ,135690675,25351339137201373,EZETIMIBA,Similar,00923140000131,EMS SIGMA PHARMA LTDA
1299720,CORDAREX,105730584,25351685032201850,BESILATO DE ANLODIPINO,Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1301356,CORDIAFLAN,105730634,25351012072201969,CORDIA VERBENACEA DC.,Fitoterápico,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
2490,CORDIL,103700254,250000284349657,CLORIDRATO DE DILTIAZEM,Similar,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
1060235,CORISTINA D,178170797,25351268780201542,"MALEATO DE DEXCLORFENIRAMINA, CLORIDRATO DE FENILEFRINA, CAFEÍNA, ÁCIDO ACETIL SALICILICO",Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3603948,CORISTINA D CONGEST,178170950,25351337445202215,"MALEATO DE BRONFENIRAMINA, CLORIDRATO DE FENILEFRINA",Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3625635,CORISTINA D CONGEST,178170955,25351071639202234,"MALEATO DE BRONFENIRAMINA, CLORIDRATO DE FENILEFRINA",Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3404989,CORISTINA D CONGEST,178170945,25351584873202146,"MALEATO DE BRONFENIRAMINA, CLORIDRATO DE FENILEFRINA",Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
1389759,CORISTINA D PRO,178170919,25351055499202095,"PARACETAMOL, MALEATO DE CLORFENIRAMINA, CLORIDRATO DE FENILEFRINA",Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3264351,CORISTINA D SOLUÇÃO,178170925,25351234609202245,"PARACETAMOL, CLORIDRATO DE FENILEFRINA, MALEATO DE CARBINOXAMINA",Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
1288340,CORISTINA DIA,178170866,25351268231201716,"PARACETAMOL, CLORIDRATO DE FENILEFRINA",Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
5988,CORONAR,109740091,250000127859925,MONONITRATO DE ISOSSORBIDA,Similar,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
964163,CORPORE,100431295,25351326828201419,ORLISTATE,Similar,61190096000192,EUROFARMA LABORATÓRIOS S.A.
1173536,CORRETAL,100431210,25351931736201648,CAPECITABINA,Similar,61190096000192,EUROFARMA LABORATÓRIOS S.A.
3207896,CORTAZIDIN,118190239,25351062922202275,DICLORIDRATO DE TRIMETAZIDINA,Similar,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1684355,CORTICOIDEX,100410197,25351936075202023,FOSFATO DISSÓDICO DE DEXAMETASONA,Similar,49324221000104,FRESENIUS KABI BRASIL LTDA
796635,CORTICORTEN,155840078,25351566292201161,PREDNISONA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
172992,CORTIDEX,141070053,250000236659935,"ACETATO DE DEXAMETASONA, DEXAMETASONA, FOSFATO DISSÓDICO DE DEXAMETASONA",Similar,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
770769,CORTIFAR,103850110,25351433039201170,DIPROPIONATO DE BETAMETASONA,Similar,83874628000143,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA
1176966,CORTIGEN,104971404,25351217325201727,ACETATO DE HIDROCORTISONA,Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
169724,CORTISONAL,104970020,2599201548672,"ACETATO DE HIDROCORTISONA, SUCCINATO SÓDICO DE HIDROCORTISONA",Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
2641733,CORTITOP,118190224,25351253521202141,ACETATO DE DEXAMETASONA,Similar,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
2937098,CORUS,105730793,25351070769201587,losartana potássica,Novo,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1299508,CORUS,105730583,25351676175201871,losartana potássica,Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1306404,CORUS H,105730682,25351861667201860,"losartana potássica, HIDROCLOROTIAZIDA",Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
845392,COSARTAN ALP,105830771,25351447535201263,"VALSARTANA, BESILATO DE ANLODIPINO",Similar,45992062000165,GERMED FARMACEUTICA LTDA
946836,COSENTYX,100681122,25351101731201491,secuquinumabe,Biológico,56994502000130,NOVARTIS BIOCIENCIAS S.A
1173053,COSOPT,191980003,25351068711201707,"CLORIDRATO DE DORZOLAMIDA, MALEATO DE TIMOLOL",Novo,15127898000130,MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA
285183,COVERSYL,112780051,250000156678933,PERINDOPRIL,Novo,42374207000176,LABORATÓRIOS SERVIER DO BRASIL LTDA
6788,COVERSYL PLUS,112780056,250000009459901,"PERINDOPRIL, INDAPAMIDA",Novo,42374207000176,LABORATÓRIOS SERVIER DO BRASIL LTDA
3659547,COXDUO,155730069,25351433277202280,PARECOXIBE SÓDICO,Similar,05333542000108,TEVA FARMACÊUTICA LTDA.
2788162,COXETO,105831000,25351726371202107,ETORICOXIBE,Similar,45992062000165,GERMED FARMACEUTICA LTDA
958630,COXIZY,156510083,25351258936201489,CELECOXIBE,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
3087,COXYM,120190075,250000105089418,COLCHICINA,Similar,33408105000133,GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA
336699,COZAAR,100290007,250000052239411,losartana potássica,Novo,45987013000134,ORGANON FARMACÊUTICA LTDA.
1087592,COZALESS,141070627,25351813676201689,losartana potássica,Similar,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
541183,CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE,116880014,25351423857200720,"CLORETO DE SÓDIO, CLORETO DE CÁLCIO, CLORETO DE POTÁSSIO, CLORETO DE MAGNÉSIO HEXAIDRATADO, ÁCIDO ACÉTICO",Específico,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA
535342,CPHD 24/34,132230104,25351247958200798,"CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, CLORETO DE CÁLCIO DI-HIDRATADO, CLORETO DE MAGNÉSIO HEXAIDRATADO",Específico,01440590000136,FRESENIUS MEDICAL CARE LTDA
413095,CPHD 35 BA,116910007,25351007694200570,BICARBONATO DE SÓDIO,Específico,92832195000154,SALBEGO LABORATÓRIO FARMACÊUTICO LTDA
1065056,CPHD AC,116910008,25351002450201554,"CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, cloreto de cálcio diidratado, CLORETO DE MAGNÉSIO HEXAIDRATADO",Específico,92832195000154,SALBEGO LABORATÓRIO FARMACÊUTICO LTDA
408214,CPHD AC 35 C/ GLICOSE,116910006,25351008123200552,"CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, CLORETO DE CÁLCIO, cloreto de cálcio diidratado, CLORETO DE MAGNÉSIO HEXAIDRATADO, GLICOSE",Específico,92832195000154,SALBEGO LABORATÓRIO FARMACÊUTICO LTDA
536371,"CPHD BICARBONATO DE SÓDIO 8,4 %",132230107,25351248259200765,BICARBONATO DE SÓDIO,Específico,01440590000136,FRESENIUS MEDICAL CARE LTDA
456748,CPHD COM GLICOSE,132230102,25351096927200681,"CLORETO DE SÓDIO, CLORETO DE CÁLCIO, CLORETO DE MAGNÉSIO HEXAIDRATADO, CLORETO DE POTÁSSIO, CLORETO DE MAGNÉSIO, GLICOSE H2O, GLICOSE ANIDRA",Específico,01440590000136,FRESENIUS MEDICAL CARE LTDA
563226,CPHD FARMARIN,116880013,25351049259200865,BICARBONATO DE SÓDIO,Específico,58635830000175,FARMARIN INDUSTRIA E COMERCIO LTDA
407976,CPHD GENIUS,132230098,25351063234200441,"CLORETO DE SÓDIO, BICARBONATO DE SÓDIO, CLORETO DE POTÁSSIO, CLORETO DE CÁLCIO, GLICOSE ANIDRA, CLORETO DE MAGNÉSIO HEXAIDRATADO",Específico,01440590000136,FRESENIUS MEDICAL CARE LTDA
1155846,CPHD GENIUS DS,132230110,25351080642201706,"CLORETO DE SÓDIO, BICARBONATO DE SÓDIO, GLICOSE ANIDRA",Específico,01440590000136,FRESENIUS MEDICAL CARE LTDA
459021,CPHD SEM GLICOSE 1:44,132230101,25351096871200665,"CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, CLORETO DE CÁLCIO, CLORETO DE MAGNÉSIO",Específico,01440590000136,FRESENIUS MEDICAL CARE LTDA
7461,CPHD SMP 35,116910003,2502502056697,"CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, CLORETO DE CÁLCIO, CLORETO DE MAGNÉSIO, BICARBONATO DE SÓDIO",Específico,92832195000154,SALBEGO LABORATÓRIO FARMACÊUTICO LTDA
1182044,CREMEDERME,104400194,25351125926201709,"VALERATO DE BETAMETASONA, SULFATO DE GENTAMICINA, TOLNAFTATO, CLIOQUINOL",Similar,33173097000274,CELLERA FARMACÊUTICA S.A.
3624948,CREMEFENERGAN,186200003,25351303566202336,PROMETAZINA,Novo,38391432000143,OPELLA HEALTHCARE BRAZIL LTDA
757186,CREON,105530337,25351260931201141,PANCREATINA,Biológico,56998701000116,ABBOTT LABORATÓRIOS DO BRASIL LTDA
958622,CRESLIP,135170045,25351260321201466,ROSUVASTATINA CÁLCICA,Similar,48344725000719,Althaia S.A Indústria Farmacêutica
349175,CRESTOR,116180200,253510298830107,ROSUVASTATINA CÁLCICA,Novo,60318797000100,ASTRAZENECA DO BRASIL LTDA
515704,CREVAGIN,100430991,25351069251200734,"TINIDAZOL, NITRATO DE MICONAZOL",Similar,61190096000192,EUROFARMA LABORATÓRIOS S.A.
757345,CRINONE,100890365,25351368462200838,PROGESTERONA,Novo,33069212000184,MERCK S/A
684010,CRISAPINA,102980390,25351146181201036,OLANZAPINA,Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
1285995,CRISCY,102980509,25351708661201865,SOMATROPINA,Biológico,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
7069,CRISPRED,102980151,2500100491086,PREDNISONA,Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
272220,CRISTALIN,104971282,25351019234200322,"CLORIDRATO DE NAFAZOLINA, MALEATO DE FENIRAMINA",Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
964170,CROFFESTRA,110130276,25351177482201419,crofelêmer,Específico,44363661000157,GLENMARK FARMACÊUTICA LTDA
406358,CROMOGLICATO,101470096,2500100230782,,Novo,43426626000177,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
3240221,CRONOBE COMPLEX,109740354,25351097447202258,"NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA",Específico,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
3275372,CRONOBE COMPLEX  IM,109740357,25351097446202211,"CLORIDRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA",Específico,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
413371,CRONOBÊ,109740008,2599200962873,"CLORIDRATO DE HIDROXOCOBALAMINA, COBALAMINA",Específico,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
2279217,CRONOCOR,109740322,25351423887202194,CARVEDILOL,Similar,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
2623763,CRONOPLEX,104971472,25351801620202142,picossulfato de sódio monoidratado,Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1270841,CROPOC,167730596,25351120961201737,tacrolimo monoidratado,Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1007136,CRYS,115600233,25351463385201477,"ACETATO DE CLORMADINONA, ETINILESTRADIOL",Similar,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
2955949,CUBICIN,101710228,25351378468202191,DAPTOMICINA,Novo,03560974000118,MERCK SHARP & DOHME FARMACEUTICA LTDA.
3327599,CUMIAH,167730683,25351519486202210,CURCUMA LONGA L.,Fitoterápico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3583477,CUPRIMINE,109170131,25351646234202262,PENICILAMINA,Novo,17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
4390,CUROSURF,100580067,250000063769203,alfaporactantO,Novo,61363032000146,CHIESI FARMACÊUTICA LTDA
1146097,CUTENOX,188300021,25351001747201706,ENOXAPARINA SÓDICA,,11643096000122,VIATRIS FARMACEUTICA DO BRASIL LTDA
